50,0,-1,-1, (0)
186631332, 1.5946026, 3.287537, -1.0527302, 3.802486, 1.8403, 0.8623, 2.3391, 3.0986536, 1.6899999, 9.649099, -0.45619997, 9.806597, 5.0, 0.0, -34.4375, 7.5, 14.75, 38.206726
186631352, 0.4654095, 3.1095834, -0.13561209, 3.1471424, 1.571, 0.4326, -3.0760999, 3.4810307, 1.469, 9.6606, -0.8269, 9.806575, 5.0, 0.0, -33.4375, 7.25, 16.875, 38.149635
186631372, -0.5019567, 0.8412312, 0.18236946, 0.9964382, 2.4485, 1.1633999, -3.4956, 4.4235587, 1.3858, 9.656, -1.0056, 9.806631, 5.0, 0.0, -33.1875, 7.3125, 17.5, 38.224766
186631392, -0.6542367, -0.54344314, 0.084753186, 0.8547158, 0.84099996, 0.8739, 1.4419, 1.8841597, 1.4045999, 9.6606, -0.932, 9.806564, 5.0, 0.0, -33.625, 7.625, 17.125, 38.49736
186631412, -0.11252138, -0.7347662, -0.020385446, 0.74361145, 0.35439998, 0.81409997, 2.9180999, 3.050191, 1.4304, 9.669499, -0.78999996, 9.806598, 5.0, 0.0, -33.75, 8.0625, 16.75, 38.530884
186631432, 0.25841343, -0.8161334, -0.20050342, 0.8792342, 1.0138999, 0.738, 0.22739999, 1.274499, 1.4376999, 9.6718, -0.7471, 9.806572, 5.0, 0.0, -34.25, 8.3125, 16.375, 38.862587
186631452, 0.31621876, -1.0229723, -0.30014428, 1.1120042, 1.0795, 0.6809, -0.97169995, 1.6041027, 1.4113, 9.6736, -0.77379996, 9.806583, 5.0, 0.0, -34.5625, 8.375, 15.4375, 38.768845
186631472, 0.3553665, -1.1586194, -0.2923601, 1.246659, 0.8567, 0.8118, -0.4193, 1.2525041, 1.3693, 9.677, -0.80649996, 9.806618, 5.0, 0.0, -34.9375, 8.8125, 14.5, 38.839916
186631492, 0.52719414, -0.8321206, -0.21170844, 1.0075608, 0.55469996, 0.863, 0.70059997, 1.2422968, 1.3281, 9.6792, -0.8477, 9.806598, 5.0, 0.0, -35.0625, 8.9375, 14.0625, 38.820248
186631512, 0.7616093, -0.23839453, -0.15634659, 0.8132189, 0.5489, 0.9773, 0.9982, 1.5009363, 1.3045, 9.675799, -0.91969997, 9.806562, 5.0, 0.0, -34.875, 8.875, 14.125, 38.65937
186631532, 0.9068207, 0.23500858, -0.21947515, 0.96214455, 0.3489, 0.6917, 0.7371, 1.0693439, 1.2789, 9.6648, -1.0608, 9.806591, 5.0, 0.0, -34.875, 8.75, 14.625, 38.816475
186631552, 0.81417865, 0.41699407, -0.3065147, 0.96473944, -0.1769, 0.1255, 0.691, 0.7242409, 1.2263, 9.647699, -1.2598, 9.80658, 5.0, 0.0, -34.875, 8.875, 15.0, 38.98758
186631572, 0.45844564, 0.28986427, -0.43532002, 0.69548345, -0.3981, -0.2601, 0.12529999, 0.49176794, 1.163, 9.6348, -1.41, 9.806632, 5.0, 0.0, -34.5625, 9.0625, 15.0, 38.751713
186631592, 0.15685274, -0.033318337, -0.49558625, 0.52088255, -0.169, -0.43089998, -0.1529, 0.48745686, 1.0613999, 9.6307, -1.5142, 9.806618, 5.0, 0.0, -34.375, 9.375, 14.9375, 38.63496
186631612, 0.044226643, -0.002687807, -0.5436177, 0.5454204, 1.1221, -0.22989999, -0.057699997, 1.1468617, 0.97639996, 9.6355, -1.5407, 9.806629, 5.0, 0.0, -34.125, 9.75, 14.5625, 38.36202
186631632, -0.06831218, 0.19282398, -0.5419946, 0.5793149, 1.5603, 0.0336, -0.4122, 1.614179, 0.8717, 9.644199, -1.5490999, 9.806638, 5.0, 0.0, -33.9375, 10.25, 14.5625, 38.326008
186631652, -0.14177309, 0.278572, -0.4070806, 0.51324123, 2.0925, 0.2505, 0.3818, 2.1417463, 0.7611, 9.6551, -1.5389999, 9.806566, 5.0, 0.0, -34.0625, 10.25, 14.75, 38.508167
186631672, -0.0061784657, 0.48094293, -0.34805354, 0.59370494, 2.8269, 0.47649997, 1.1919, 3.1046805, 0.67399997, 9.665299, -1.5155, 9.806581, 5.0, 0.0, -33.9375, 10.3125, 14.8125, 38.438416
186631692, -0.030839968, 0.36700782, -0.25665066, 0.44890466, 2.5051, 0.47169998, -0.5581, 2.6095023, 0.5839, 9.6703, -1.5208, 9.806552, 5.0, 0.0, -33.6875, 10.625, 15.0625, 38.400745
186631712, -0.26577875, -0.09714503, -0.15283848, 0.32161328, 2.7168, 0.6124, -0.8835, 2.9217474, 0.5291, 9.6737995, -1.5189999, 9.806615, 5.0, 0.0, -33.8125, 11.0, 15.0, 38.59126
186631732, -0.45682248, -0.5012236, -0.056897733, 0.6805507, 2.7042, -0.49589998, -0.838, 2.874171, 0.5025, 9.6833, -1.4664999, 9.806602, 5.0, 0.0, -33.8125, 11.25, 14.6875, 38.5431
186631752, -0.46378633, -0.7043102, 0.162176, 0.85875005, 2.8873, -2.1201, -0.117599994, 3.584014, 0.5057, 9.696799, -1.3729, 9.806554, 5.0, 0.0, -34.125, 11.3125, 14.3125, 38.695427
186631772, -0.4308869, -0.83796746, 0.43591344, 1.0382068, 2.9057999, -2.7763999, 0.0691, 4.0195575, 0.55579996, 9.707399, -1.2753, 9.806575, 5.0, 0.0, -34.6875, 11.3125, 13.5, 38.903023
186631792, -0.39350194, -0.63720226, 0.71267027, 1.033813, 2.6534998, -2.369, 1.2107999, 3.7575603, 0.6611, 9.7127, -1.1814, 9.806595, 5.0, 0.0, -35.125, 11.125, 13.0, 39.07085
186631812, -0.40144318, -0.05735152, 1.0157641, 1.0937196, 1.4707999, -1.4584999, 2.135, 2.9746764, 0.81399995, 9.7112, -1.0955, 9.806637, 5.0, 0.0, -35.5625, 10.625, 12.875, 39.285465
186631832, -0.9985378, 0.626835, 1.2687322, 1.7319587, 0.2427, 0.0219, 1.0654, 1.0929136, 1.0124, 9.701099, -1.0164, 9.806598, 5.0, 0.0, -35.5625, 10.4375, 12.9375, 39.255722
186631852, -1.7996439, 0.5813517, 1.6412902, 2.5041008, -1.9725, -0.0175, 0.8368, 2.1427312, 1.2469, 9.6909, -0.8368, 9.806556, 5.0, 0.0, -35.9375, 10.125, 12.9375, 39.514534
186631872, -1.8177779, 0.31262338, 2.1249208, 2.8137765, -2.5393, -0.48409998, 1.923, 3.2218513, 1.5879999, 9.6657, -0.4716, 9.806625, 5.0, 0.0, -36.1875, 9.1875, 12.75, 39.452602
186631892, -1.3541836, -0.050230574, 2.1850474, 2.5711415, -1.0331, -0.5611, 1.1271, 1.6286446, 1.9548999, 9.6083, -0.1661, 9.806561, 5.0, 0.0, -36.5, 8.1875, 12.625, 39.48007
186631912, -0.8959124, -0.34683183, 1.6482366, 1.9077828, 0.0297, -0.537, 0.042099997, 0.53946596, 2.3729, 9.5147, 0.0951, 9.80659, 5.0, 0.0, -36.875, 7.4375, 12.125, 39.52338
186631932, -0.6413038, -0.5875825, 0.9347111, 1.2767962, -0.6342, -1.1532999, -0.6748, 1.4790758, 2.6838, 9.4279995, 0.2825, 9.806619, 5.0, 0.0, -37.0625, 7.1875, 11.3125, 39.41144
186631952, -1.1515334, -0.8271988, 0.9616066, 1.7131766, -2.4041, -1.8569, -1.2693, 3.292248, 2.8551998, 9.3716, 0.4358, 9.806579, 5.0, 0.0, -37.375, 6.9375, 10.4375, 39.42031
