50,0,-1,-1, (0)
609061706, -0.0071907565, -0.16208872, 0.040055305, 0.16711938, 0.0503, 0.16679999, -0.1103, 0.20619994, 2.872, -9.3456, -0.7624, 9.806624, 5.0, 5.3, 25.5, -25.6875, -7.5625, 36.97687
609061726, -0.0021293017, -0.12695526, 0.047438048, 0.13554534, 0.2809, 0.2038, -0.049599998, 0.3505701, 2.8669999, -9.3477, -0.75439996, 9.806544, 5.0, 5.3, 25.5625, -25.5625, -7.625, 36.946224
609061746, 0.0024958209, -0.09663888, 0.039043017, 0.10425766, 0.5036, 0.0933, -0.1055, 0.52292264, 2.86, -9.3504, -0.74759996, 9.806553, 5.0, 5.3, 25.625, -25.5, -7.5625, 36.93348
609061766, -0.013334315, -0.07468264, 0.014381513, 0.07721482, 0.431, -0.0756, -0.1998, 0.48103678, 2.8542, -9.3527, -0.7416, 9.806602, 5.0, 5.3, 25.625, -25.625, -7.4375, 36.994564
609061786, -0.023020893, -0.038938295, -9.424778E-4, 0.04524423, 0.0893, -0.0664, -0.113299996, 0.15880913, 2.8525999, -9.3533, -0.7398, 9.806572, 5.0, 5.3, 25.6875, -25.4375, -7.5625, 36.9338
609061806, -0.007225663, 0.004415683, 0.0043458696, 0.009518143, -0.058399998, 0.081, 0.0751, 0.12494627, 2.8532999, -9.3529, -0.74189997, 9.806552, 5.0, 5.3, 25.5625, -25.5, -7.5625, 36.890144
609061826, 0.033702306, -0.004223697, 0.009442232, 0.035253946, 0.0208, 0.070999995, 0.1944, 0.2080024, 2.8523998, -9.3531, -0.7436, 9.80661, 5.0, 5.3, 25.625, -25.5, -7.875, 36.998734
609061846, 0.045553092, -0.018867008, 0.0094945915, 0.050211508, 0.0911, 0.0013, 0.0015, 0.09112162, 2.8507, -9.3541, -0.737, 9.806572, 5.0, 5.3, 25.8125, -25.5625, -7.9375, 37.185085
609061866, 0.03520329, -0.013665928, 0.003577925, 0.037931923, 0.0828, 0.01, -0.1452, 0.16744815, 2.8492, -9.3553, -0.72749996, 9.806571, 5.0, 5.3, 26.0, -25.5625, -7.875, 37.30224
609061886, 0.025342181, 0.021205751, 0.005410521, 0.033484083, 0.0637, 0.048499998, -0.16229999, 0.180973, 2.8488, -9.356, -0.7202, 9.806583, 5.0, 5.3, 25.9375, -25.5, -7.75, 37.1896
